Ticket Number;Subject;Status;Centros de cultivo Multi X;Centro de cultivo Aquachile;Centro de Cultivo Salmones Aysen;Department;Type;Priority;Owner;Organizations;Assigned Agent;Source;Creator;Resolved In(in minutes);First Replied At;Created At;Updated At;Closed At;Description;Categoría de Problema;Centros de cultivo Caleta Bay;Dispositivo;Radares;Dispositivo;Dispositivo;PC;Grabación de Cámaras;Proveedor de internet;C.M FALLA;Ticket Link
ORCA-AAAA-0742;Fwd: Radares Orca;Cerrado;;;;Soporte;;Alta;Alejandro Gatino;Orca Tecnologia;;Email;Alejandro Gatino;1645;;enero 30, 2024 5:50 PM;enero 31, 2024 9:14 PM;enero 31, 2024 9:14 PM;"---------- Forwarded message ---------De: Vigilancia2 &lt;vigilancia2@aquachile.com&gt;Date: mar, 30 ene 2024 a las 7:04Subject: Radares OrcaTo: soporte@orcatecnologia.cl &lt;soporte@orcatecnologia.cl&gt;, Francisco Del Rio Ojeda &lt;fdelrio@orcatecnologia.cl&gt;Cc: Hector Castillo Valderas &lt;hector.castillo@aquachile.com&gt;Estimados buenos dias, en estos momentos a las 06:30 al ser actualizada el grafana(los radares), presenta problemas para restablecer las visual de ellos, favor se solicita verificar ante la brevedad, gracias.Saludos.Sebastian Alcazar Protección de ActivosEmpresas AquaChile S.A.Cardonal s/n, Puerto Montt, Chile Tel.  Cel/+56939267533www.aquachile.comvigilancia2@aquachile.com";;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0743;Planilla de detecciones inoperativa.;Cerrado;;;;Soporte;;Alta;Seguridad Base;;;Email;Seguridad Base;1225;;enero 31, 2024 12:50 AM;enero 31, 2024 9:14 PM;enero 31, 2024 9:14 PM;Buenas tardes.Mediante el presente informo que ha la hora la planilla de detecciones no se ha actualizado, teniendo como ultima detección hoy a las 5 am.Me despido esperando una prota solución.Atte.Andrea Castro.Seguridad PangalitoCaleta Bay+569 9458 1038 ;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0741;Camaras Del Centro Sin Visual (La Leona);Cerrado;;;;Soporte;;Alta;central monitoreo aquachile;Aquachile;;Email;central monitoreo aquachile;9706;;enero 21, 2024 12:35 PM;enero 30, 2024 5:46 PM;enero 30, 2024 5:46 PM;Estimados Orca Solicito de su ayuda, ya que las cámaras del Centro La Leona se encuentran sin visual.A su vez se indica que el radar del centro se encuentra Operativo.Quedo atento a sus comentarios.Atte.Ricardo Sagredo Nahuelhual.Protección de ActivosEmpresas AquaChile S.A.Cardonal s/n, Puerto Montt, Chile Tel.  Cel/+56939267533www.aquachile.comvigilancia2@aquachile.com;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0740;Radar centro Barquillo inoperativo.;Cerrado;;;;Soporte;;Alta;Seguridad Base;;;Email;Seguridad Base;11095;;enero 19, 2024 12:50 AM;enero 30, 2024 5:45 PM;enero 30, 2024 5:45 PM;Buenas Tardes.Junto con saludarles, informo queradar de centro Barquillo se encuentra inoperativo en la central de monitoreo.Se realizo actualización con F5, manteniendo la inoperatividad.Prueba de enlace indica 0% perdida. Atte.Andrea Castro.Seguridad PangalitoCaleta Bay+569 9458 1038 ;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0739;Centro Barquillo inoperativo.;Cerrado;;;;Soporte;;Alta;Seguridad Base;;;Email;Seguridad Base;12680;;enero 17, 2024 10:25 PM;enero 30, 2024 5:45 PM;enero 30, 2024 5:45 PM;Buenas tardes.Mediante el presente informo que siendo las 13:42 se pierde visual de cámaras del centro Barquillo, radar sale con imagen pero el icono de la cámara sale con un signo rojo, se realizo actualización del sistema digiford y se mantiene sin visual, se realizo prueba de enlace indicando 0% perdida.Atte.Andrea Castro.Seguridad PangalitoCaleta Bay+569 9458 1038 ;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0738;Planilla de detecciones inoperativa.;Cerrado;;;;Soporte;;Alta;Seguridad Base;;;Email;Seguridad Base;12825;;enero 17, 2024 8:00 PM;enero 30, 2024 5:45 PM;enero 30, 2024 5:45 PM;Buenos días estimados.Mediante el presente informo que de las 9:30 no llegan detecciones a la planilla Orca, se actualizo constantemente la pagina, pero sigue igual sin llegar las notificaciones de los movimientos en los centros, pido favor revisar.Me despido agradeciendo desde ya la gestión.Atte.Andrea CastroSeguridad PangalitoCaleta Bay+569 9458 1038 ;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0725;Radar Isla May;Cerrado;;;;Soporte;;Alta;central monitoreo aquachile;Aquachile;;Email;central monitoreo aquachile;38214;;diciembre 25, 2023 4:50 AM;enero 30, 2024 5:44 PM;enero 30, 2024 5:44 PM;Buenas tardes Estimados favores verificar cámara laser radar centro Isla May ya que se encuentra enfocando hacia arriba se toma control del enfoque hacia el módulo pero nuevamente vuelve a enfocar hacia arriba.quedo atento a sus comentarios.Diego Aguilar Protección de ActivosEmpresas AquaChile S.A.Cardonal s/n, Puerto Montt, Chile Tel.  Cel/+56939267533www.aquachile.comvigilancia2@aquachile.com;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0737;desconexion con VPN;Cerrado;;;;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;;Email;Central Seguridad_Say;1216;;enero 13, 2024 9:15 PM;enero 15, 2024 8:16 PM;enero 15, 2024 8:16 PM;Se informa desconexión con VPN, al tratar de reconectar muestra el siguiente mensajeDebido a la desconexión se perdió visual con centros Lin lin, Puyuhuapi y Choen. En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0736;Fwd: Problemas de visual centro Lamahue y lleuna;Cerrado;;;;Soporte;;Alta;Alejandro Gatino;Orca Tecnologia;;Email;Alejandro Gatino;3015;;enero 11, 2024 6:00 PM;enero 15, 2024 8:15 PM;enero 15, 2024 8:15 PM;"---------- Forwarded message ---------De: Francisco Del Rio Ojeda &lt;fdelrio@orcatecnologia.cl&gt;Date: mié, 10 ene 2024 a las 20:13Subject: Re: Problemas de visual centro Lamahue y lleunaTo: Central Seguridad SAY &lt;centralseguridadsay@salmonesaysen.cl&gt;Cc: Soporte Orca &lt;soporte@orcatecnologia.cl&gt;, Jorge Pacheco &lt;jpacheco@salmonesaysen.cl&gt;, Carlos Reyes &lt;creyes@salmonesaysen.cl&gt;Estimados, se verificará a la brevedad. El mié, 10 de ene de 2024, 19:40, Central Seguridad SAY &lt;centralseguridadsay@salmonesaysen.cl&gt; escribió:Buenas tardes. Estimados para solicitar revisión de estos centros, ya que se pierde la visual acá en la central de monitoreo.Se menciona que al realizar ping no hay perdida de datos, también se llama a los centros para verificar su visual en los pontones y solicitando fotos de estos, los cuales tienen visual.(se adjuntan imágenes).  (Centro Lleuna) (Centro Lamahue) En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.";;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0733;Falencias en Telegram prioridad 1, nube y planilla del sistema ORCA.;Cerrado;;;;Soporte;;Alta;Central Monitoreo Multi X;Multiexport X;;Email;Central Monitoreo Multi X;4399;;enero 08, 2024 5:06 PM;enero 11, 2024 6:24 PM;enero 11, 2024 6:24 PM;Estimados   Buenas noches, junto con saludar les informo que a la hora estamos presentando incoveniente con la planilla de detecciones, Telegram y nube del sistema ORCA, ya que aproximadamente a las 2:50 hrs, se recibe detección del CC Williams via alerta de voz, debido a bote de servicio recalando a modulo para realizar labores de cosecha, posterior a eso a las 2:48 hrs se visualiza M/N Orca Ona recalando en el centro  la cual no fueron reflejada ni via telegram ni mediante la planilla ORCA, ya que la ultima detección que tenemos reflejada en la planilla del CC Williams es a la 21:54 hrs siendo que a la hora aun se mantienen en labores de cosecha y no han llegado detecciones al telegram ni a planilla ORCA, solo han llegado alertas mediante sistema de voz. Tambien comentarles que no se cuenta con visual del CC Williams ni CC Bolados en la nube Adjunto imagenes de lo indicado Atte.-Tomás Aguilar Operadores de CámaraAv. Cardonal 501 – Puerto MonttCel:  +56 9 71352446Cel:  +56 933951281www.multi-xsalmon.com ;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0732;Error en Visualizacion de Radar Quiquel 2;Cerrado;;;;Soporte;;Alta;central monitoreo aquachile;Aquachile;;Email;central monitoreo aquachile;4378;;enero 08, 2024 5:06 PM;enero 11, 2024 6:03 PM;enero 11, 2024 6:03 PM;Buenas Noches:Se informa de error en visual de radar de centro Quiquel 2 en el monitor de central (Monitor de radares) el cual se visualiza idéntico al de centro Isla May.Se detecta error al pasar una L/M por centro Isla May donde en Centro Quiquel 2 se detecta la misma traza del movimiento en el radar siendo la 01:15 a.m.No obstante en el monitor de camaras se visualiza el radar correctamente al cargar la visual desde los servidores.Para su conocimiento y atentos a sus alcances.Cordialmente Betsy Yefi N.Protección de ActivosEmpresas AquaChile S.A.Cardonal s/n, Puerto Montt, Chile Tel.  Cel/+56939267533www.aquachile.comvigilancia2@aquachile.com;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0735;Perdida de conexion Radar Centro Gala 1;Cerrado;;;;Soporte;;Alta;central monitoreo aquachile;Aquachile;;Email;central monitoreo aquachile;3111;;enero 09, 2024 2:10 PM;enero 11, 2024 6:00 PM;enero 11, 2024 6:00 PM;Estimado ORCA buenos días, informar que hemos perdido conexión del radar correspondiente al centro Gala 1 solamente estaría funcionando la cámara PTZ, favor se solicita que soporte lo verifique lo antes posible gracias.@Centro Gala 1: Estimados, favor comunicar estado del sistema.Saludos.Sebastian Alcazar Protección de ActivosEmpresas AquaChile S.A.Cardonal s/n, Puerto Montt, Chile Tel.  Cel/+56939267533www.aquachile.comvigilancia2@aquachile.com;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0729;RE: Monitor sistema vigilancia;Cerrado;;;;Soporte;;Alta;central monitoreo aquachile;Aquachile;;Email;central monitoreo aquachile;1100;;enero 06, 2024 11:35 PM;enero 08, 2024 6:19 PM;enero 08, 2024 6:19 PM;"@Soporte Orca, Favor su ayuda.Saludos cordiales,Maryoret Miranda.Protección de ActivosEmpresas AquaChile S.A.Cardonal s/n, Puerto Montt, Chile Tel.  Cel/+56939267533www.aquachile.comvigilancia2@aquachile.comDe: Centro Queullin &lt;cqueullin@aquachile.com&gt;Enviado: sábado, 6 de enero de 2024 13:23Para: Vigilancia2 &lt;vigilancia2@aquachile.com&gt;Asunto: Monitor sistema vigilancia  Estimados. Buenas tardes Saben que durante el día este monitor permanece apagado y cada vez que detecta algo debemos mover el cursor para poder ver las imágenes ¿Se podrá ver el sistema remotamente con orca?Desde ya muchas gracias Saludos  ANDRES EDUARDO ROBLES ARIASJefe de Centro Isla Queullin.Empresas AquaChile S.A.Tel.  Cel. + 569-91283848www.aquachile.com";;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0734;Sin Visualizacion de radares;Cerrado;;;;Soporte;;Alta;central monitoreo aquachile;Aquachile;;Email;central monitoreo aquachile;71;;enero 08, 2024 5:06 PM;enero 08, 2024 6:16 PM;enero 08, 2024 6:16 PM;Buenos días:Se informa que hemos perdido visual de la plataforma de radares a la 04:30 aprox., en estos momentos no tenemos respuesta del servidor y no contamos con alerta auditivas para el correcto monitoreo.De manera provisoria habilitamos la visualización de los radares en el los monitores de cámarasSe solicita dar solución a la brevedad para el correcto monitoreo de los centros.Atte.Betsy Yefi N.Protección de ActivosEmpresas AquaChile S.A.Cardonal s/n, Puerto Montt, Chile Tel.  Cel/+56939267533www.aquachile.comvigilancia2@aquachile.com;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0730;Problemas con VPN;Cerrado;;;;Soporte;;Alta;Central Seguridad_Say;Salmones Aysen;;Email;Central Seguridad_Say;70;;enero 08, 2024 5:05 PM;enero 08, 2024 6:16 PM;enero 08, 2024 6:16 PM;Se informa que se perdió conexión con centros Choen, Lin lin y Puyuhuapi debido a desconexión de VPN, al tratar de conectarlo muestra el siguiente mensaje:Se desconoce la causa del problema.  En virtud de la Ley Nº20.393 sobre Responsabilidad Penal de las Personas Jurídicas, Salmones Aysén S.A. tiene implementado un Modelo de Prevención de Delitos. Por medio del presente, informamos a los terceros con quienes nos relacionamos, que se encuentra estrictamente prohibido la realización de cualquier acto que implique la comisión de alguno de los delitos señalados en el artículo 1° de la Ley N°20.393. Debido a lo anterior, toda comunicación través de correos electrónicos, entre los trabajadores de Salmones Aysén y funcionarios públicos, clientes y/o proveedores, debe realizarse utilizando las direcciones de correo electrónico institucionales.According to Law No. 20,393 on Criminal Responsibility of Legal Entities, Salmones Aysén S.A. has implemented a Crime Prevention Model. Through this, we inform the third parties with whom we relate, that it is strictly prohibited to carry out any act that implies the commission of any of the crimes indicated in article 1 of Law No. 20,393. Therefore, all communication via email between Salmones Aysén workers and public officials, customers and/or suppliers must be done using institutional email addresses.;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0731;Sin registros en Planilla de Detecciones de Radar;Cerrado;;;;Soporte;;Alta;central monitoreo aquachile;Aquachile;;Email;central monitoreo aquachile;70;;enero 08, 2024 5:05 PM;enero 08, 2024 6:15 PM;enero 08, 2024 6:15 PM;Buenas Noches:Desde aprox. las 23:38 no tenemos registros de detecciones en planilla, por lo que solo se realiza seguimiento con las alertas de audio.@Francisco Del Rio Ojeda de acuerdo a lo conversado esperamos sus alcances.SaludosBetsy Yefi N.Protección de ActivosEmpresas AquaChile S.A.Cardonal s/n, Puerto Montt, Chile Tel.  Cel/+56939267533www.aquachile.comvigilancia2@aquachile.com;;;;;;;;;Click here to view ticket;;
ORCA-AAAA-0721;Camara ensilaje bogeda;Cerrado;;;curbita;Soporte;Incidente;Alta;Soporte Orca;;Soporte Orca;Web;Soporte Orca;21627;;diciembre 18, 2023 5:46 PM;enero 08, 2024 6:13 PM;enero 08, 2024 6:13 PM;Cámara sin visual, bodega ensilaje en centro curbita, revisar cable de red que pasa por la planza, hacia la bodega.;Cámaras;;;;;;;;Click here to view ticket;;
